group,n,diff
0,6,-0.032645583152771
0,6,-0.032645583152771
0,18,-0.03263640403747492
0,7,-0.03262543678283692
0,12,-0.03260612487792902
0,13,-0.03259873390197709
0,10,-0.03258919715881303
0,9,-0.03255200386047297
0,5,-0.03254437446594194
0,5,-0.03254437446594194
0,5,-0.03254437446594194
0,13,-0.03250730037689209
0,11,-0.03248274326324396
0,13,-0.03235566616058305
0,17,-0.03234755992889404
0,4,-0.03234577178954989
0,4,-0.03234577178954989
0,4,-0.03234577178954989
0,12,-0.03234171867370605
0,9,-0.03233802318572998
0,12,-0.03233683109283403
0,8,-0.03224301338195801
0,10,-0.03222322463989191
0,10,-0.03222322463989191
0,4,-0.03221201896667392
0,4,-0.03221201896667392
0,6,-0.03216636180877597
0,7,-0.03212940692901611
0,12,-0.03212773799896197
0,7,-0.03212618827819802
0,8,-0.03211772441863992
0,5,-0.03209567070007302
0,15,-0.03204190731048495
0,12,-0.0319627523422239
0,14,-0.03195416927337602
0,14,-0.03195238113403298
0,7,-0.03185319900512695
0,7,-0.03185319900512695
0,9,-0.03181815147399902
0,6,-0.03180599212646396
0,9,-0.03173160552978493
0,9,-0.03169882297515803
0,8,-0.03168916702270508
0,9,-0.03167796134948708
0,10,-0.03167295455932595
0,8,-0.03162288665771396
0,6,-0.03157687187194802
0,7,-0.03156793117523193
0,8,-0.03152537345886208
0,5,-0.031513452529907
0,7,-0.03150749206542902
0,5,-0.03148424625396706
0,5,-0.03148424625396706
0,5,-0.03148424625396706
0,5,-0.03148424625396706
0,5,-0.03148424625396706
0,5,-0.03148424625396706
0,19,-0.03147816658019997
0,16,-0.0313746929168699
0,3,-0.03132712841033891
0,3,-0.03132712841033891
0,5,-0.03129816055297807
0,5,-0.03129625320434504
0,7,-0.03125953674316406
0,5,-0.03120946884155207
0,7,-0.03117370605468706
0,4,-0.03114914894104004
0,4,-0.03114914894104004
0,4,-0.03114914894104004
0,4,-0.03114914894104004
0,8,-0.03108263015747004
0,9,-0.03105354309082009
0,8,-0.03100776672363192
0,8,-0.03100776672363192
0,8,-0.03100776672363192
0,9,-0.03100645542144709
0,6,-0.03098690509796098
0,6,-0.03098690509796098
0,6,-0.03098690509796098
0,6,-0.03098690509796098
0,6,-0.03098690509796098
0,6,-0.03098690509796098
0,11,-0.03085553646087602
0,12,-0.03079342842102006
0,4,-0.03076756000518799
0,4,-0.03076756000518799
0,4,-0.03076756000518799
0,4,-0.03076756000518799
0,4,-0.03076756000518799
0,11,-0.03074193000793391
0,9,-0.03073620796203591
0,9,-0.03065419197082497
0,4,-0.03064346313476496
0,8,-0.03063976764678911
0,8,-0.03058993816375711
0,18,-0.03058338165283203
0,8,-0.03052270412445002
0,13,-0.03050351142883301
0,19,-0.03043889999389604
0,12,-0.03037154674530007
0,12,-0.0302842855453489
0,9,-0.03009188175201394
0,9,-0.03000175952911311
0,9,-0.02990126609802202
0,5,-0.02989113330840998
0,6,-0.02986657619476296
0,6,-0.02986657619476296
0,19,-0.02982950210571289
0,6,-0.02982914447784402
0,6,-0.02982914447784402
0,10,-0.02980768680572509
0,5,-0.0297987461090079
0,5,-0.0297987461090079
0,6,-0.02974534034729004
0,18,-0.02973973751068093
0,4,-0.02973914146423296
0,6,-0.02963125705718994
0,8,-0.02961850166320801
0,12,-0.02954840660095193
0,6,-0.02952742576599099
0,6,-0.02937614917755105
0,7,-0.02936196327209406
0,7,-0.02932560443878108
0,7,-0.02932560443878108
0,6,-0.02927446365356401
0,16,-0.02926290035247802
0,16,-0.02922570705413796
0,5,-0.02917075157165505
0,16,-0.02915191650390602
0,6,-0.02912330627441406
0,10,-0.02903866767883301
0,6,-0.02895188331604004
0,13,-0.02878952026367099
0,7,-0.02869474887847901
0,7,-0.02869474887847901
0,7,-0.02869474887847901
0,8,-0.02868711948394709
0,7,-0.02868664264678911
0,6,-0.02856588363647394
0,10,-0.02856314182281494
0,8,-0.02845931053161599
0,15,-0.02816319465637207
0,6,-0.02814745903015093
0,6,-0.02814745903015093
0,6,-0.02814745903015093
0,6,-0.02814745903015093
0,4,-0.02811622619628906
0,4,-0.02797412872314409
0,4,-0.02797412872314409
0,4,-0.02797412872314409
0,15,-0.02797389030456499
0,11,-0.02778255939483598
0,11,-0.02770531177520708
0,19,-0.02764928340911798
0,6,-0.02760577201843195
0,15,-0.02753949165344194
0,9,-0.02699518203735307
0,12,-0.02655959129333496
0,4,-0.02652084827423096
0,14,-0.026461482048034
0,13,-0.02611649036407404
0,5,-0.02607429027557306
0,6,-0.02599918842315607
0,11,-0.02597689628601008
0,17,-0.02591681480407693
0,8,-0.02591276168823197
0,4,-0.02583456039428711
0,14,-0.02543926239013605
0,8,-0.02535903453826904
0,14,-0.02523720264434792
0,7,-0.02520072460174494
0,14,-0.02516448497772194
0,15,-0.02509033679962092
0,6,-0.02505218982696511
0,6,-0.02505218982696511
0,6,-0.02505218982696511
0,6,-0.02505218982696511
0,6,-0.02505218982696511
0,6,-0.02505218982696511
0,7,-0.02496254444122292
0,11,-0.02489566802978493
10,15,-1.850312709808349
10,22,-1.796445608139038
10,17,-1.208661556243896
10,8,-0.973451614379882
10,8,-0.863479375839233
10,3,-0.8114140033721919
10,8,-0.8047796487808221
10,14,-0.7465758323669429
10,8,-0.6926002502441402
10,5,-0.6394574642181392
10,9,-0.6246552467346191
10,9,-0.4507613182067871
10,7,-0.4457873106002801
10,8,-0.4408605098724361
10,5,-0.4161570072174071
10,22,-0.398670315742492
10,19,-0.373737931251525
10,18,-0.346664905548095
10,7,-0.338769197463989
10,3,-0.332886219024658
10,8,-0.323393583297729
10,18,-0.3013300895690909
10,4,-0.271216869354248
10,6,-0.231480479240417
10,4,-0.226308941841125
10,8,-0.216244459152221
10,6,-0.2069698572158809
10,6,-0.203155517578125
10,6,-0.19631028175354
10,6,-0.195367693901062
10,27,-0.168512225151062
10,13,-0.143882989883422
10,5,-0.140824556350708
10,10,-0.134491920471191
10,12,-0.1332521438598631
10,10,-0.1323734521865841
10,6,-0.132197737693786
10,3,-0.1320482492446899
10,8,-0.127718448638916
10,6,-0.126695275306701
10,4,-0.1244291067123411
10,4,-0.1244291067123411
10,4,-0.1244291067123411
10,4,-0.122464418411254
10,6,-0.122205734252929
10,4,-0.116441965103149
10,4,-0.116441965103149
10,4,-0.116441965103149
10,4,-0.116441965103149
10,8,-0.1162338256835931
10,12,-0.1070986986160269
10,8,-0.1049560308456421
10,4,-0.104156374931335
10,9,-0.1037176847457879
10,4,-0.100321292877197
10,4,-0.100321292877197
10,4,-0.09937298297881993
10,5,-0.09793460369110107
10,10,-0.09709095954894996
10,3,-0.09404361248016292
10,5,-0.09373211860656694
10,18,-0.09291386604308992
10,4,-0.09280312061309792
10,8,-0.09198474884033203
10,6,-0.09173643589019707
10,4,-0.09164214134216307
10,4,-0.09164214134216307
10,7,-0.09127163887023904
10,3,-0.09039986133575396
10,3,-0.09039986133575396
10,4,-0.09032154083251907
10,9,-0.09010887145996094
10,6,-0.09009873867034912
10,4,-0.0880955457687369
10,11,-0.08706927299499513
10,6,-0.08615756034851008
10,4,-0.08541440963745095
10,5,-0.08403611183166504
10,13,-0.08359110355377197
10,6,-0.08283019065856889
10,6,-0.08283019065856889
10,7,-0.08268737792968706
10,7,-0.08268737792968706
10,7,-0.08029580116271906
10,14,-0.07822239398956299
10,10,-0.076840639114379
10,7,-0.0744321346282959
10,10,-0.07435750961303711
10,7,-0.07343232631683305
10,7,-0.07343232631683305
10,7,-0.07343232631683305
10,5,-0.07306420803070003
10,4,-0.07290053367614703
10,8,-0.07215225696563697
10,10,-0.07088732719421298
10,7,-0.06937754154205299
10,7,-0.06924247741699198
10,6,-0.06866204738616899
10,5,-0.06609046459197998
10,6,-0.06424498558044389
10,8,-0.06172180175781205
10,4,-0.05906069278716996
10,5,-0.05712890625
10,5,-0.05542039871215798
5,20,-1.578837871551513
5,8,-0.985059022903442
5,10,-0.9398188591003408
5,26,-0.8599011898040771
5,18,-0.812312126159668
5,4,-0.7706878185272209
5,22,-0.743913769721984
5,10,-0.687888383865356
5,5,-0.6454857587814331
5,8,-0.5535171031951899
5,8,-0.5524494647979732
5,9,-0.47691798210144
5,11,-0.446741342544555
5,6,-0.4420497417449951
5,6,-0.4341632127761841
5,7,-0.4323761463165281
5,8,-0.4128797054290772
5,19,-0.404486179351806
5,14,-0.2778971195220941
5,5,-0.2632148265838621
5,7,-0.2302017211914061
5,9,-0.198121190071106
5,11,-0.1757555007934571
5,18,-0.1741141080856321
5,9,-0.1719977855682371
5,9,-0.1707677841186519
5,9,-0.1537761688232419
5,6,-0.153557062149047
5,5,-0.1518235206603999
5,4,-0.1462771892547601
5,70,-0.142237067222595
5,3,-0.1210691928863521
5,8,-0.10370397567749
5,5,-0.1034184694290161
5,3,-0.1032981872558589
5,3,-0.099875688552856
5,6,-0.094133019447326
5,13,-0.09310603141784599
5,8,-0.08774530887603693
5,4,-0.07965040206909091
5,6,-0.07947862148284912
5,5,-0.07721531391143799
5,3,-0.07692492008209206
5,8,-0.07422387599945003
5,5,-0.0739408731460569
5,10,-0.07202541828155495
5,13,-0.07128703594207697
5,11,-0.07077491283416704
5,5,-0.07029414176940896
5,5,-0.06991493701934792
5,6,-0.06855237483978205
5,8,-0.06687057018280007
5,10,-0.06639420986175493
5,6,-0.06534683704376197
5,3,-0.064933180809021
5,6,-0.06424343585967995
5,11,-0.06343698501586892
5,5,-0.06296861171722412
5,5,-0.06285905838012695
5,7,-0.06140661239624001
5,4,-0.06035602092742898
5,6,-0.05975341796875
5,6,-0.05975341796875
5,4,-0.05905139446258501
5,7,-0.0588021278381341
5,7,-0.05827760696411111
5,7,-0.05827760696411111
5,4,-0.05826735496520996
5,4,-0.05826735496520996
5,6,-0.058260917663574
5,8,-0.05808079242706299
5,8,-0.05751836299896197
5,7,-0.05746662616729693
5,3,-0.05740773677825905
5,6,-0.05720114707946713
5,7,-0.05713939666748002
5,3,-0.05663812160491899
5,3,-0.0565710067749019
5,3,-0.05637860298156694
5,4,-0.05637753009796097
5,10,-0.05636525154113702
5,6,-0.05630326271057107
5,6,-0.05630326271057107
5,10,-0.0562744140625
5,4,-0.05624806880950906
5,6,-0.05578482151031493
5,6,-0.05578482151031493
5,6,-0.05578482151031493
5,6,-0.05578482151031493
5,5,-0.05578243732452393
5,3,-0.05396056175231888
5,5,-0.05391764640808105
5,4,-0.05375134944915705
5,6,-0.05372846126556397
5,18,-0.05334270000457697
5,5,-0.05258870124816895
5,4,-0.05257070064544611
5,15,-0.05254578590393
5,3,-0.05185651779174805
5,7,-0.05181217193603493
5,3,-0.05175232887268
5,9,-0.05168926715850808
5,8,-0.05165743827819802
5,6,-0.05090558528900102
5,12,-0.05082798004150391
5,5,-0.05077672004699707
5,13,-0.05055010318756104
5,7,-0.05027163028716997
5,7,-0.05026841163635209
5,9,-0.04983019828796298
5,3,-0.04893314838409402
5,4,-0.04860782623290993
5,6,-0.048484206199646
5,6,-0.048484206199646
5,11,-0.04828143119812012
5,4,-0.04781126976013095
5,6,-0.04774940013885498
5,6,-0.04734873771667392
5,3,-0.04632484912872292
5,4,-0.04566979408264094
5,6,-0.04553711414337092
5,6,-0.04538023471832209
5,5,-0.04504907131195002
5,4,-0.0424336194992061
5,4,-0.0424336194992061
5,6,-0.04208028316497803
5,4,-0.04183244705200195
5,3,-0.04169702529907205
5,9,-0.04164171218872004
5,8,-0.04162681102752597
5,10,-0.04157125949859597
5,3,-0.04139757156372004
5,6,-0.04133892059326105
5,6,-0.04133892059326105
5,6,-0.04069793224334695
5,6,-0.04069793224334695
5,9,-0.04058158397674494
5,3,-0.04057610034942605
5,3,-0.04057610034942605
5,3,-0.04057610034942605
5,3,-0.04057610034942605
5,7,-0.04023385047912598
5,6,-0.040194392204284
5,3,-0.03993654251098611
5,4,-0.03986287117004395
5,9,-0.03979718685150102
5,7,-0.03961753845214799
5,4,-0.03960478305816606
5,4,-0.03960478305816606
5,15,-0.03960287570953303
5,7,-0.03914189338683993
5,7,-0.03866982460021906
5,6,-0.03824567794799805
5,11,-0.03821849822998002
5,4,-0.03817451000213602
5,7,-0.03802108764648393
5,7,-0.03802108764648393
5,4,-0.03794896602630593
5,6,-0.03791022300720193
5,6,-0.03791022300720193
5,6,-0.03740978240966797
5,5,-0.03731787204742409
5,6,-0.03706145286559992
5,3,-0.03671622276306108
5,3,-0.03671622276306108
5,7,-0.03583395481109597
5,3,-0.03551959991454989
5,6,-0.03529119491577104
5,6,-0.03411555290222101
5,10,-0.03351318836212092
13,24,-1.792131423950195
13,9,-1.787734985351562
13,16,-1.660037040710449
13,11,-1.624573945999145
13,28,-1.548871994018554
13,27,-1.465671777725219
13,11,-1.400222778320312
13,12,-1.36005687713623
13,21,-1.340158939361572
13,21,-1.338564395904541
13,43,-1.326587677001953
13,29,-1.229125499725342
13,20,-1.201869487762451
13,24,-1.1794273853302
13,17,-1.173505306243896
13,24,-1.157582759857177
13,13,-1.121827602386474
13,13,-1.089688539505005
13,19,-1.040493726730346
13,17,-1.003230810165405
13,18,-0.9782600402832032
13,20,-0.904504656791687
13,10,-0.901605367660522
13,22,-0.795660138130188
13,4,-0.7088855504989621
13,3,-0.6790659427642819
13,14,-0.6715388298034659
13,8,-0.5633687973022461
13,15,-0.5177483558654781
13,7,-0.4090578556060791
13,14,-0.3951528072357171
13,5,-0.3833445310592651
13,9,-0.3786718845367432
13,4,-0.368818879127502
13,4,-0.3426394462585449
13,9,-0.3300694227218619
13,8,-0.294811367988586
13,8,-0.2816386222839351
13,5,-0.2647333145141602
13,6,-0.260965824127197
13,4,-0.2493171691894531
13,10,-0.2328943014144891
13,6,-0.230811595916748
13,5,-0.206005334854126
13,4,-0.2021960020065301
13,14,-0.1980857849121089
13,5,-0.1822932958602901
13,4,-0.1810910701751709
13,19,-0.1746817827224729
13,5,-0.173708796501159
13,11,-0.1718934774398799
13,4,-0.168768882751464
13,7,-0.1587378978729239
13,14,-0.1547476053237911
13,6,-0.146858692169189
13,8,-0.1458034515380859
13,7,-0.1390410661697381
13,8,-0.13860535621643
13,7,-0.1352995634078979
13,4,-0.1338520050048819
13,4,-0.1323549747467041
13,4,-0.12823486328125
13,7,-0.1261017322540281
13,7,-0.115972638130188
13,12,-0.1157898902893059
13,11,-0.114107489585876
13,9,-0.1135790348052969
13,7,-0.112367987632751
13,7,-0.107764363288879
13,14,-0.107474565505981
13,5,-0.1046295166015621
13,10,-0.1039400100707999
13,10,-0.0955559015274039
13,6,-0.09493660926818803
13,6,-0.09493660926818803
13,6,-0.09386301040649392
13,8,-0.09115433692932108
13,4,-0.09063363075256303
13,7,-0.08945882320404007
13,7,-0.08502912521362305
13,7,-0.08502912521362305
13,6,-0.08401596546173096
13,9,-0.07654225826263407
13,11,-0.06942474842071489
13,7,-0.06835365295410112
13,7,-0.06713688373565607
13,10,-0.06675660610198908
13,9,-0.06529188156127907
13,5,-0.06499028205871492
13,8,-0.06418764591216998
13,10,-0.06048667430877596
13,7,-0.06026470661163307
13,6,-0.05901610851287796
13,6,-0.05901610851287796
13,6,-0.05770730972289995
13,5,-0.0568845272064209
13,8,-0.05465912818908691
13,8,-0.04683470726013095
13,9,-0.04383194446563698
13,7,-0.04272174835204989
39,83,-1.858945846557617
39,19,-1.325253009796142
39,6,-1.230634450912475
39,36,-1.065999984741211
39,30,-0.9855480194091792
39,49,-0.98453950881958
39,20,-0.9603321552276612
39,12,-0.9113531112670892
39,8,-0.9043108224868772
39,3,-0.8983829021453851
39,6,-0.8981667757034302
39,7,-0.8902475833892822
39,8,-0.8785930871963501
39,6,-0.8631545305252071
39,7,-0.8585879802703851
39,5,-0.7888047695159912
39,6,-0.756184220314025
39,7,-0.7225518226623531
39,12,-0.6643404960632321
39,3,-0.6531641483306879
39,4,-0.612558126449585
39,6,-0.6009881496429439
39,3,-0.5906054973602289
39,3,-0.5906054973602289
39,5,-0.5874923467636101
39,3,-0.5700626373291011
39,6,-0.5410786867141719
39,4,-0.5144560337066649
39,3,-0.4963902235031119
39,4,-0.4602851867675781
39,4,-0.459399819374084
39,4,-0.3568986654281609
11,42,-1.235474109649658
11,22,-1.016375541687011
11,9,-0.989454984664917
11,9,-0.956729650497436
11,18,-0.9541664123535152
11,18,-0.9143168926239008
11,5,-0.906593799591064
11,17,-0.905053853988647
11,14,-0.9049179553985592
11,6,-0.8948506116867061
11,33,-0.8895083665847769
11,25,-0.8816485404968262
11,7,-0.8785824775695801
11,17,-0.83980393409729
11,17,-0.8274459838867181
11,15,-0.8178894519805899
11,7,-0.8113582134246822
11,22,-0.7916477918624869
11,11,-0.7732503414154049
11,8,-0.7272474765777579
11,8,-0.7158989906311031
11,7,-0.7069610357284541
11,6,-0.665772557258606
11,9,-0.6606614589691162
11,7,-0.6308737993240352
11,8,-0.6227030754089351
11,4,-0.6059842109680171
11,10,-0.5556578636169429
11,23,-0.5101256370544429
11,24,-0.475461363792419
11,10,-0.4529401063919061
11,14,-0.4390105009078979
11,24,-0.4360957145690909
11,5,-0.411679744720459
11,19,-0.3769625425338741
11,10,-0.3190109729766841
11,16,-0.29267406463623
11,20,-0.278784751892089
11,21,-0.2752614021301269
11,5,-0.2546422481536861
11,4,-0.2410368919372549
11,18,-0.2145586013793941
11,5,-0.1970014572143551
11,12,-0.189038157463073
11,4,-0.1733105182647701
11,5,-0.1640840768814081
11,6,-0.155814528465271
11,7,-0.139614820480346
11,4,-0.1268628835678101
11,4,-0.1215589046478269
11,5,-0.1214823722839351
11,5,-0.119112849235534
11,10,-0.111564397811889
11,3,-0.1015586853027339
11,6,-0.09997677803039506
11,7,-0.09855389595031694
11,10,-0.095353841781616
11,3,-0.09461939334869296
11,6,-0.09032869338989193
11,7,-0.08683276176452592
11,10,-0.0852499008178711
11,6,-0.083770632743835
11,4,-0.08000946044921807
11,4,-0.08000946044921807
11,6,-0.0785048007965079
11,7,-0.07446813583374001
11,6,-0.07352912425994806
11,8,-0.07309484481811501
11,22,-0.07145023345947199
11,9,-0.0711061954498291
11,4,-0.0697662830352781
11,12,-0.0680762529373169
11,6,-0.06738495826721191
11,8,-0.06259322166442803
11,8,-0.06249487400054909
11,7,-0.06174468994140603
11,6,-0.06062245368957497
11,7,-0.06058859825134211
11,10,-0.05973541736602695
11,9,-0.05704462528228692
11,5,-0.05630946159362792
11,10,-0.0559467077255249
11,14,-0.05581545829772905
11,7,-0.0556559562683101
11,7,-0.0556559562683101
11,6,-0.05563497543334894
11,9,-0.05223071575164795
11,6,-0.05170178413391091
11,8,-0.05104100704193093
11,7,-0.05073094367980889
11,12,-0.04800081253051691
11,9,-0.04647636413574197
11,7,-0.04614841938018799
11,6,-0.04576110839843706
11,8,-0.04553818702697709
11,6,-0.04523432254791193
11,7,-0.04517221450805597
11,6,-0.04511833190917902
11,6,-0.04472970962524392
11,6,-0.04386150836944491
11,6,-0.04368495941162109
11,7,-0.04073977470397905
11,6,-0.04068171977996804
11,7,-0.04037988185882502
2,14,-1.1840500831604
2,7,-0.9919943809509272
2,5,-0.985465288162231
2,11,-0.9788236618041992
2,7,-0.952631950378418
2,31,-0.8518973588943481
2,6,-0.8095622062683101
2,13,-0.5386595726013179
2,25,-0.492414116859436
2,9,-0.46969985961914
2,6,-0.452960014343261
2,51,-0.4054868221282959
2,15,-0.395311594009399
2,19,-0.359293460845947
2,5,-0.3436543941497801
2,12,-0.327063083648681
2,18,-0.300179958343505
2,12,-0.2765407562255859
2,4,-0.2621233463287349
2,5,-0.2406477928161621
2,15,-0.1926361322402949
2,9,-0.187734842300415
2,9,-0.181488990783691
2,4,-0.1786259412765501
2,20,-0.1650687456130979
2,31,-0.1649563312530511
2,8,-0.1427016258239739
2,8,-0.1129497289657591
2,24,-0.111317992210388
2,21,-0.1106898784637451
2,6,-0.09994769096374513
2,14,-0.09842824935912996
2,9,-0.0912389755249019
2,20,-0.08852922916412309
2,3,-0.08311223983764604
2,25,-0.07884705066680907
2,4,-0.07516968250274593
2,3,-0.07435333728790194
2,10,-0.07012879848480202
2,8,-0.06889224052429199
2,11,-0.06832516193389893
2,3,-0.06819891929626397
2,9,-0.06786990165710405
2,14,-0.06745064258575395
2,6,-0.06578004360198908
2,12,-0.06558370590209894
2,10,-0.0651158094406119
2,5,-0.06508433818817094
2,4,-0.06448853015899593
2,4,-0.06448853015899593
2,7,-0.0640734434127801
2,4,-0.06402206420898393
2,3,-0.0614542961120601
2,4,-0.06102061271667392
2,5,-0.06089437007904008
2,10,-0.06083166599273593
2,13,-0.0600920915603631
2,17,-0.05979895591735795
2,9,-0.05831360816955501
2,13,-0.057952880859375
2,20,-0.05792319774627596
2,3,-0.05780458450317294
2,29,-0.05605149269104004
2,4,-0.05586004257202104
2,4,-0.05586004257202104
2,8,-0.05570864677429199
2,8,-0.05537903308868408
2,9,-0.05509614944458008
2,13,-0.05498230457305908
2,9,-0.05492401123046808
2,10,-0.05471193790435791
2,4,-0.05437493324279696
2,4,-0.05437493324279696
2,8,-0.05397176742553711
2,9,-0.05373764038085893
2,6,-0.05304443836212092
2,8,-0.05288279056549006
2,8,-0.05256867408752397
2,7,-0.0522569417953489
2,10,-0.05203986167907693
2,6,-0.05192494392394997
2,8,-0.05175364017486506
2,7,-0.05169403553009011
2,11,-0.05060935020446712
2,11,-0.05049467086791992
2,11,-0.049097299575805
2,13,-0.04873704910278298
2,8,-0.04798293113708496
2,6,-0.04762279987335205
2,6,-0.04639625549316406
2,5,-0.04601454734802202
2,9,-0.04586088657379106
2,10,-0.04573249816894509
2,18,-0.04506051540374712
2,9,-0.04485428333282404
2,8,-0.04481983184814409
2,8,-0.04463875293731689
2,7,-0.04462349414825395
2,9,-0.04437756538391091
2,6,-0.04381942749023393
2,6,-0.04367673397064209
2,9,-0.04231619834899902
2,6,-0.03858637809753397
2,9,-0.03837335109710693
2,11,-0.03773272037506104
2,7,-0.0375778675079339
2,4,-0.03728246688842707
2,10,-0.03590881824493408
2,7,-0.03518593311309792
2,8,-0.03467977046966508
2,7,-0.03465485572814897
2,16,-0.03411996364593507
2,3,-0.03329086303710893
2,11,-0.03327631950378396
2,3,-0.03313302993774392
2,3,-0.03290176391601497
2,9,-0.03280675411224298
2,11,-0.03170239925384498
2,16,-0.03158354759216309
2,13,-0.03128778934478693
2,5,-0.03095173835754395
2,15,-0.03084683418273904
2,4,-0.03054571151733398
2,12,-0.0303980112075799
2,10,-0.0298070907592769
2,4,-0.02980053424835205
2,7,-0.02934885025024392
2,6,-0.02907955646514893
2,4,-0.029016733169555
2,6,-0.02868664264678911
2,9,-0.02852010726928712
2,14,-0.02849781513214112
2,9,-0.02799201011657693
2,7,-0.02749276161193803
2,7,-0.02749276161193803
2,16,-0.02668297290802002
2,12,-0.02653419971465999
2,6,-0.02561974525451593
2,4,-0.02547991275787309
2,13,-0.02516198158264093
2,18,-0.02391695976257302
2,18,-0.02335119247436501
2,17,-0.023168444633483
2,4,-0.02303779125213601
2,16,-0.02266061305999711
2,7,-0.02226841449737504
2,8,-0.0222420692443841
2,32,-0.02221810817718506
2,4,-0.02218580245971591
2,6,-0.02212476730346591
2,5,-0.02205169200897194
2,8,-0.02194476127624489
2,7,-0.02181506156921299
2,3,-0.02174675464630105
2,6,-0.021664857864379
2,6,-0.021664857864379
2,6,-0.021664857864379
2,6,-0.021664857864379
2,8,-0.02160549163818293
2,7,-0.02155947685241699
2,15,-0.02155756950378396
2,16,-0.02121877670287997
2,3,-0.02098929882049494
2,10,-0.02062225341796808
2,6,-0.02059471607208208
2,13,-0.02052032947540194
2,10,-0.02049195766448908
2,8,-0.02048230171203591
2,4,-0.02029764652252197
2,9,-0.020158410072326
2,13,-0.02012419700622492
2,14,-0.01997995376586892
2,4,-0.01984977722167901
2,4,-0.01984977722167901
2,14,-0.01978862285613991
2,4,-0.0194010734558101
2,8,-0.0189404487609861
2,8,-0.0189404487609861
2,4,-0.01865541934966997
2,8,-0.01852869987487793
2,8,-0.01843476295471191
2,7,-0.01825189590454102
2,7,-0.01825189590454102
2,7,-0.01825189590454102
2,3,-0.01809644699096591
2,7,-0.01781916618347101
2,4,-0.01779210567474299
2,11,-0.01759886741638095
2,6,-0.01755774021148593
2,3,-0.01726520061492897
2,3,-0.01726520061492897
2,5,-0.01711916923522905
2,5,-0.01711916923522905
2,3,-0.01710641384124689
2,9,-0.01677000522613503
2,9,-0.01674723625183105
2,15,-0.01660919189453103
2,3,-0.01642727851867609
2,3,-0.01642727851867609
2,10,-0.01641380786895708
2,5,-0.01634538173675493
2,5,-0.01634538173675493
2,8,-0.01631379127502397
2,5,-0.01616024971008301
2,12,-0.01612186431884699
2,7,-0.01606559753417902
2,19,-0.01599991321563698
2,13,-0.01583123207092196
2,3,-0.01571691036224299
2,4,-0.01568937301635698
2,5,-0.01565766334533691
2,5,-0.01565766334533691
2,9,-0.01556837558746294
2,8,-0.01556289196014404
2,8,-0.01556289196014404
2,8,-0.01523470878601007
2,7,-0.01520264148712092
2,4,-0.01494407653808594
2,8,-0.01471674442291193
2,9,-0.01464414596557595
2,9,-0.01440191268920898
2,18,-0.01435351371765092
2,24,-0.01432943344116211
2,7,-0.01423895359039307
2,13,-0.01421093940734797
2,15,-0.01415598392486506
2,8,-0.01401543617248491
2,21,-0.013982653617858
2,7,-0.0138351917266839
2,7,-0.01378381252288796
2,11,-0.01372396945953302
2,10,-0.01367831230163508
2,7,-0.01357293128967196
2,10,-0.01344716548919589
2,4,-0.01342356204986506
2,7,-0.01340150833129794
2,7,-0.01340150833129794
2,6,-0.01336991786956698
2,11,-0.01333570480346591
2,8,-0.01332604885101296
2,13,-0.01332008838653498
2,8,-0.01322865486144997
2,8,-0.01313936710357599
2,6,-0.0130640268325799
2,6,-0.0130640268325799
2,9,-0.01304483413696289
2,10,-0.01304125785827592
2,7,-0.01289677619933993
2,8,-0.01266610622406006
2,6,-0.01229643821716309
2,8,-0.01225650310516291
2,12,-0.01205062866210893
38,13,-1.320468425750732
38,4,-1.187727451324463
38,4,-1.084833621978759
38,4,-0.8818860054016111
38,10,-0.8809783458709709
38,6,-0.8304233551025391
38,5,-0.8214117288589471
38,7,-0.7703421115875241
38,6,-0.7612392902374261
38,9,-0.6095277070999141
38,15,-0.5797033309936519
38,10,-0.5794053077697751
38,12,-0.5573815107345581
38,4,-0.5546772480010982
38,7,-0.5326426029205321
38,16,-0.5233168601989742
38,4,-0.4940292835235591
38,3,-0.431638002395629
38,4,-0.3766214847564691
38,10,-0.370642304420471
38,3,-0.3535480499267569
38,5,-0.3337621688842769
38,7,-0.3278076648712149
38,9,-0.307925581932067
38,8,-0.2975150346755981
38,3,-0.253872156143188
38,3,-0.2103166580200191
38,4,-0.2014096975326529
38,4,-0.179136633872985
38,4,-0.179136633872985
38,4,-0.1518661975860591
38,4,-0.1461589336395259
38,4,-0.1454974412918091
23,16,-1.005964636802673
23,9,-0.8579627275466911
23,6,-0.8422703146934499
23,16,-0.8130186200141899
23,20,-0.812552154064178
23,9,-0.7635359764099121
23,8,-0.7564709186553951
23,8,-0.7409890890121461
23,4,-0.7030448317527771
23,5,-0.6915079355239859
23,11,-0.6789449453353881
23,7,-0.659234285354614
23,7,-0.6558072566986081
23,10,-0.6504331827163691
23,7,-0.6405432224273679
23,7,-0.6386309862136841
23,6,-0.6370139718055721
23,4,-0.6221178770065301
23,6,-0.614920020103454
23,14,-0.5949266552925111
23,4,-0.581839919090271
23,3,-0.565905928611755
23,16,-0.565748393535614
23,4,-0.552058935165405
23,4,-0.552058935165405
23,18,-0.543414413928985
23,8,-0.530650377273559
23,7,-0.5209302902221681
23,3,-0.5062958598136901
23,6,-0.4993242919445031
23,6,-0.4549268782138821
23,4,-0.451510787010192
23,3,-0.4399331212043761
23,8,-0.436837822198867
23,10,-0.431569069623947
23,6,-0.430375099182128
